"pair_id","Need_A","Identity_A","Control_A","Effort_A","Reciprocity_A","Attitude_A","Sex_A","Need_B","Identity_B","Control_B","Effort_B","Reciprocity_B","Attitude_B","Sex_B"
2680,"holgura","peru","aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2681,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2682,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2683,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2684,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2685,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2686,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2687,"dificultad","chile","aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2688,"holgura","chile","aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2689,"dificultad","venezuela","aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2690,"holgura","venezuela","aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2691,"dificultad","peru","aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2692,"holgura","peru","aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2693,"dificultad","chile","no_aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2694,"holgura","chile","no_aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2695,"dificultad","venezuela","no_aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2696,"holgura","venezuela","no_aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2697,"dificultad","peru","no_aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2698,"holgura","peru","no_aplico","menos","hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2699,"dificultad","chile","aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2700,"holgura","chile","aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2701,"dificultad","venezuela","aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2702,"holgura","venezuela","aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2703,"dificultad","peru","aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2704,"holgura","peru","aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2705,"dificultad","chile","no_aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2706,"holgura","chile","no_aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2707,"dificultad","venezuela","no_aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2708,"holgura","venezuela","no_aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2709,"dificultad","peru","no_aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2710,"holgura","peru","no_aplico","mas","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2711,"dificultad","chile","aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2712,"holgura","chile","aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2713,"dificultad","venezuela","aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2714,"holgura","venezuela","aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2715,"dificultad","peru","aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2716,"holgura","peru","aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2717,"dificultad","chile","no_aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2718,"holgura","chile","no_aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2719,"dificultad","venezuela","no_aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2720,"holgura","venezuela","no_aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2721,"dificultad","peru","no_aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2722,"holgura","peru","no_aplico","igual","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2723,"dificultad","chile","aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2724,"holgura","chile","aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2725,"dificultad","venezuela","aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2726,"holgura","venezuela","aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2727,"dificultad","peru","aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2728,"holgura","peru","aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2729,"dificultad","chile","no_aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2730,"holgura","chile","no_aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2731,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2732,"holgura","venezuela","no_aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2733,"dificultad","peru","no_aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2734,"holgura","peru","no_aplico","menos","no_hizo","agradece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2735,"dificultad","chile","aplico","mas","hizo","merece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2736,"dificultad","venezuela","aplico","mas","hizo","merece","mujer","holgura","peru","aplico","mas","hizo","merece","mujer"
2737,"dificultad","chile","aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2738,"holgura","chile","aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2739,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2740,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2741,"dificultad","peru","aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2742,"holgura","peru","aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2743,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2744,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2745,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2746,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2747,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2748,"dificultad","chile","aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2749,"holgura","chile","aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2750,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2751,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2752,"dificultad","peru","aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2753,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2754,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2755,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2756,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2757,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2758,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2759,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2760,"dificultad","chile","aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2761,"holgura","chile","aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2762,"dificultad","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2763,"holgura","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2764,"dificultad","peru","aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2765,"holgura","peru","aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2766,"dificultad","chile","no_aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2767,"holgura","chile","no_aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2768,"dificultad","venezuela","no_aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2769,"holgura","venezuela","no_aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2770,"dificultad","peru","no_aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2771,"holgura","peru","no_aplico","menos","hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2772,"dificultad","chile","aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2773,"holgura","chile","aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2774,"dificultad","venezuela","aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2775,"holgura","venezuela","aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2776,"dificultad","peru","aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2777,"holgura","peru","aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2778,"dificultad","chile","no_aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2779,"holgura","chile","no_aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2780,"dificultad","venezuela","no_aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2781,"holgura","venezuela","no_aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2782,"dificultad","peru","no_aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2783,"holgura","peru","no_aplico","mas","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2784,"dificultad","chile","aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2785,"holgura","chile","aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2786,"dificultad","venezuela","aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2787,"holgura","venezuela","aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2788,"dificultad","peru","aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2789,"holgura","peru","aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2790,"dificultad","chile","no_aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2791,"holgura","chile","no_aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2792,"dificultad","venezuela","no_aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2793,"holgura","venezuela","no_aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2794,"dificultad","peru","no_aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2795,"holgura","peru","no_aplico","igual","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2796,"dificultad","chile","aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2797,"holgura","chile","aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2798,"dificultad","venezuela","aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2799,"holgura","venezuela","aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2800,"dificultad","peru","aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2801,"holgura","peru","aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2802,"dificultad","chile","no_aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2803,"holgura","chile","no_aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2804,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2805,"holgura","venezuela","no_aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2806,"dificultad","peru","no_aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2807,"holgura","peru","no_aplico","menos","no_hizo","agradece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2808,"holgura","chile","aplico","mas","hizo","merece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2809,"dificultad","venezuela","aplico","mas","hizo","merece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2810,"holgura","venezuela","aplico","mas","hizo","merece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2811,"dificultad","peru","aplico","mas","hizo","merece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2812,"holgura","peru","aplico","mas","hizo","merece","mujer","dificultad","chile","no_aplico","mas","hizo","merece","mujer"
2813,"dificultad","chile","aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2814,"holgura","chile","aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2815,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2816,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2817,"dificultad","peru","aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2818,"holgura","peru","aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2819,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2820,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2821,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2822,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2823,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2824,"dificultad","chile","aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2825,"holgura","chile","aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2826,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2827,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2828,"dificultad","peru","aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2829,"holgura","peru","aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2830,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2831,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2832,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2833,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2834,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2835,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2836,"dificultad","chile","aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2837,"holgura","chile","aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2838,"dificultad","venezuela","aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2839,"holgura","venezuela","aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2840,"dificultad","peru","aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2841,"holgura","peru","aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2842,"dificultad","chile","no_aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2843,"holgura","chile","no_aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2844,"dificultad","venezuela","no_aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2845,"holgura","venezuela","no_aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2846,"dificultad","peru","no_aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2847,"holgura","peru","no_aplico","menos","hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2848,"dificultad","chile","aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2849,"holgura","chile","aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2850,"dificultad","venezuela","aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2851,"holgura","venezuela","aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2852,"dificultad","peru","aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2853,"holgura","peru","aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2854,"dificultad","chile","no_aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2855,"holgura","chile","no_aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2856,"dificultad","venezuela","no_aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2857,"holgura","venezuela","no_aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2858,"dificultad","peru","no_aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2859,"holgura","peru","no_aplico","mas","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2860,"dificultad","chile","aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2861,"holgura","chile","aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2862,"dificultad","venezuela","aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2863,"holgura","venezuela","aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2864,"dificultad","peru","aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2865,"holgura","peru","aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2866,"dificultad","chile","no_aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2867,"holgura","chile","no_aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2868,"dificultad","venezuela","no_aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2869,"holgura","venezuela","no_aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2870,"dificultad","peru","no_aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2871,"holgura","peru","no_aplico","igual","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2872,"dificultad","chile","aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2873,"holgura","chile","aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2874,"dificultad","venezuela","aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2875,"holgura","venezuela","aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2876,"dificultad","peru","aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2877,"holgura","peru","aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2878,"dificultad","chile","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2879,"holgura","chile","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2880,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2881,"holgura","venezuela","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2882,"dificultad","peru","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2883,"holgura","peru","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2884,"dificultad","chile","aplico","mas","hizo","merece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2885,"dificultad","venezuela","aplico","mas","hizo","merece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2886,"holgura","venezuela","aplico","mas","hizo","merece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2887,"dificultad","peru","aplico","mas","hizo","merece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2888,"holgura","peru","aplico","mas","hizo","merece","mujer","holgura","chile","no_aplico","mas","hizo","merece","mujer"
2889,"dificultad","chile","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2890,"holgura","chile","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2891,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2892,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2893,"dificultad","peru","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2894,"holgura","peru","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2895,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2896,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2897,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2898,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2899,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2900,"dificultad","chile","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2901,"holgura","chile","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2902,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2903,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2904,"dificultad","peru","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2905,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
2906,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","no_aplico","mas","hizo","merece","mujer"
