"session_id","time_start","completion_code","respID","browser","ip_address","time_end","consent_age","consent_understand","cbc_practice","cbc_q1","cbc_q2","cbc_q3","cbc_q4","cbc_q5","cbc_q6","year_of_birth","gender","race","education","income","feedback","time_q_consent_age","time_q_consent_understand","time_q_cbc_practice","time_q_cbc_q1","time_q_cbc_q2","time_q_cbc_q3","time_q_cbc_q4","time_q_cbc_q5","time_q_cbc_q6","time_q_year_of_birth","time_q_gender","time_q_race","time_q_education","time_q_income","time_q_feedback","time_p_welcome","time_p_cbc_practice_page","time_p_cbc_intro","time_p_cbc_q1_page","time_p_cbc_q2_page","time_p_cbc_q3_page","time_p_cbc_q4_page","time_p_cbc_q5_page","time_p_cbc_q6_page","time_p_demographics","time_p_end_normal","time_p_end_consent","current_page","cbc_practice_comment","cbc_q1_comment","cbc_q2_comment","cbc_q3_comment","cbc_q4_comment","cbc_q5_comment","cbc_q6_comment","time_q_cbc_practice_comment","time_q_cbc_q1_comment","time_q_cbc_q2_comment","time_q_cbc_q3_comment","time_q_cbc_q4_comment","time_q_cbc_q5_comment","time_q_cbc_q6_comment"
"a61077b7455efe40d5a3f657194daf03","2026-05-27 02:05:26 UTC",3400381942,5,"Electron v39, Linux","127.0.0.1","2026-05-27 03:40:41 UTC","","","50",50,50,50,50,50,50,,,,,,,"","","2026-05-27 03:28:27 UTC","2026-05-27 03:36:49 UTC","","","","2026-05-27 03:31:43 UTC",,,,,,,,"2026-05-27 02:05:26 UTC","2026-05-27 03:36:46 UTC","2026-05-27 03:36:48 UTC","2026-05-27 03:36:49 UTC","2026-05-27 03:36:51 UTC","2026-05-27 03:36:53 UTC","2026-05-27 03:36:54 UTC","2026-05-27 03:36:55 UTC","2026-05-27 03:36:56 UTC","2026-05-27 03:36:56 UTC","2026-05-27 03:36:58 UTC",,"end_normal","",,,,,,,"",,,,,,
"b3f207ff704a3cfe0038c669d0cc25f9","2026-05-27 02:08:42 UTC",4732714426,936,"Electron v39, Linux","127.0.0.1","2026-05-27 02:14:24 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 02:08:42 UTC","2026-05-27 02:08:45 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"1274903ae3af5c81fa84843f8eb9a0b8","2026-05-27 02:14:30 UTC",2807220788,324,"Electron v39, Linux","127.0.0.1","2026-05-27 02:16:43 UTC","","","72",,,,,,,,,,,,,"","","2026-05-27 02:15:17 UTC","","","","","",,,,,,,,"2026-05-27 02:14:30 UTC","2026-05-27 02:14:33 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"b4c21df5cf192db51bf9811042ebc294","2026-05-27 02:16:45 UTC",5025021596,1846,"Electron v39, Linux","127.0.0.1","2026-05-27 02:17:59 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 02:16:45 UTC","2026-05-27 02:16:48 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"4c3f34414f8eff5caaa5c654d12bcaa1","2026-05-27 02:56:37 UTC",9493780363,1603,"Electron v39, Linux","127.0.0.1","2026-05-27 03:05:11 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 02:56:37 UTC","2026-05-27 02:56:47 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"752dd3b3f337fcb24bc5ad159c140010","2026-05-27 03:05:16 UTC",7795308973,1890,"Electron v39, Linux","127.0.0.1","2026-05-27 03:33:09 UTC","","","50",50,50,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 03:05:16 UTC","2026-05-27 03:05:18 UTC","2026-05-27 03:05:22 UTC","2026-05-27 03:05:29 UTC","2026-05-27 03:05:26 UTC","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"9430345b5046ad362fb851133726afdd","2026-05-27 03:33:13 UTC",7085375231,457,"Electron v39, Linux","127.0.0.1","2026-05-27 03:35:17 UTC","","","50",50,50,50,,,,,,,,,,"","","2026-05-27 03:33:43 UTC","","","2026-05-27 03:33:32 UTC","","",,,,,,,,"2026-05-27 03:33:13 UTC","2026-05-27 03:33:39 UTC","2026-05-27 03:33:38 UTC","2026-05-27 03:33:37 UTC","2026-05-27 03:33:35 UTC","2026-05-27 03:33:29 UTC","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"a20cff5c6306ca3ce9f401a05614c176","2026-05-27 03:37:37 UTC",7527302750,364,"Electron v39, Linux","127.0.0.1","2026-05-27 04:00:30 UTC","","","50",50,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 03:37:37 UTC","2026-05-27 03:37:39 UTC","2026-05-27 03:50:00 UTC","2026-05-27 03:50:01 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"dc29a3577c94b73a033174719165ca97","2026-05-27 03:40:41 UTC",2713596845,1311,"Electron v39, Linux","127.0.0.1","2026-05-27 03:48:40 UTC","","","50",50,95,,,,,,,,,,,"","","2026-05-27 03:41:41 UTC","","2026-05-27 03:48:37 UTC","","","",,,,,,,,"2026-05-27 03:40:41 UTC","2026-05-27 03:41:41 UTC","2026-05-27 03:41:47 UTC","2026-05-27 03:41:48 UTC","2026-05-27 03:48:29 UTC","","","","","","",,"cbc_q2_page","",,,,,,,"",,,,,,
"16d402506120dfb56d34151469fe4833","2026-05-27 03:48:40 UTC",2392888384,1013,"Electron v39, Linux","127.0.0.1","2026-05-27 03:50:17 UTC","yes","yes","51",50,50,50,,,,,,,,,,"2026-05-27 03:48:42 UTC","2026-05-27 03:48:42 UTC","2026-05-27 03:48:46 UTC","","","","","",,,,,,,,"2026-05-27 03:48:40 UTC","2026-05-27 03:48:42 UTC","2026-05-27 03:48:59 UTC","2026-05-27 03:49:00 UTC","2026-05-27 03:50:08 UTC","2026-05-27 03:50:10 UTC","","","","","",,"cbc_q3_page","",,,,,,,"",,,,,,
"341abf41000e3da7e0c585dc73cac70e","2026-05-27 03:50:18 UTC",8903889611,908,"Electron v39, Linux","127.0.0.1","2026-05-27 03:52:45 UTC","yes","yes","50",50,50,,,,,,,,,,,"2026-05-27 03:50:19 UTC","2026-05-27 03:50:19 UTC","","","","","","",,,,,,,,"2026-05-27 03:50:18 UTC","2026-05-27 03:50:19 UTC","2026-05-27 03:50:23 UTC","2026-05-27 03:50:25 UTC","2026-05-27 03:52:41 UTC","","","","","","",,"cbc_q2_page","",,,,,,,"",,,,,,
"ed30e28064f4b8d47a6194fbe8aaf194","2026-05-27 03:52:45 UTC",1143117473,769,"Electron v39, Linux","127.0.0.1","2026-05-27 03:53:48 UTC","yes","yes","50",50,,,,,,,,,,,,"2026-05-27 03:52:46 UTC","2026-05-27 03:52:46 UTC","","","","","","",,,,,,,,"2026-05-27 03:52:45 UTC","2026-05-27 03:52:56 UTC","2026-05-27 03:52:54 UTC","2026-05-27 03:52:52 UTC","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"409dbd19701f3491e655f7c60cd4e8df","2026-05-27 03:53:49 UTC",9007641538,1156,"Electron v39, Linux","127.0.0.1","2026-05-27 03:54:37 UTC","yes","yes","50",50,50,0,,,,,,,,,,"2026-05-27 03:53:50 UTC","2026-05-27 03:53:50 UTC","","","","2026-05-27 03:54:36 UTC","","",,,,,,,,"2026-05-27 03:53:49 UTC","2026-05-27 03:53:50 UTC","2026-05-27 03:53:51 UTC","2026-05-27 03:53:52 UTC","2026-05-27 03:54:31 UTC","2026-05-27 03:54:33 UTC","","","","","",,"cbc_q3_page","",,,,,,,"",,,,,,
"fb8ee2ff3e3d1038d77be1881d2a43fe","2026-05-27 03:54:38 UTC",4919564412,1038,"Electron v39, Linux","127.0.0.1","2026-05-27 04:00:09 UTC","yes","yes","50",50,,,,,,,,,,,,"2026-05-27 03:54:38 UTC","2026-05-27 03:54:39 UTC","2026-05-27 04:00:07 UTC","","","","","",,,,,,,,"2026-05-27 03:54:38 UTC","2026-05-27 03:54:45 UTC","2026-05-27 03:54:43 UTC","2026-05-27 03:54:41 UTC","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"84f172caa27a5c68f905a04d0b1e15d7","2026-05-27 04:00:09 UTC",7283361653,1726,"Electron v39, Linux","127.0.0.1","2026-05-27 04:01:11 UTC","yes","yes","51",,,,,,,,,,,,,"2026-05-27 04:00:10 UTC","2026-05-27 04:00:10 UTC","2026-05-27 04:00:50 UTC","","","","","",,,,,,,,"2026-05-27 04:00:09 UTC","2026-05-27 04:00:10 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"9d119a640a9eedcbb9338fc6e60bab2d","2026-05-27 04:01:24 UTC",4314415878,488,"Electron v39, Linux","127.0.0.1","2026-05-27 04:04:05 UTC","","","48",49,,,,,,,,,,,,"","","2026-05-27 04:01:34 UTC","2026-05-27 04:01:40 UTC","","","","",,,,,,,,"2026-05-27 04:01:24 UTC","2026-05-27 04:01:26 UTC","2026-05-27 04:01:36 UTC","2026-05-27 04:01:37 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"cc2db75349864adb4f1bfc55eaf470be","2026-05-27 04:02:42 UTC",6364608128,1605,"Electron v39, Linux","127.0.0.1","2026-05-27 04:02:53 UTC","","","68",,,,,,,,,,,,,"","","2026-05-27 04:02:50 UTC","","","","","",,,,,,,,"2026-05-27 04:02:42 UTC","2026-05-27 04:02:47 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"9676eecf8f2017ff4cffcdbb78ef620d","2026-05-27 04:02:53 UTC",9899997569,1761,"Electron v39, Linux","127.0.0.1","2026-05-27 04:12:31 UTC","yes","yes","50",,,,,,,,,,,,,"2026-05-27 04:02:54 UTC","2026-05-27 04:02:54 UTC","2026-05-27 04:03:39 UTC","","","","","",,,,,,,,"2026-05-27 04:02:53 UTC","2026-05-27 04:02:54 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"9016933f4a2cfa97ae314139b2058f89","2026-05-27 11:47:55 UTC",8323532657,309,"Electron v39, Linux","127.0.0.1","2026-05-27 11:50:31 UTC","","yes","58",,,,,,,,,,,,,"","2026-05-27 11:48:14 UTC","2026-05-27 11:49:09 UTC","","","","","",,,,,,,,"2026-05-27 11:47:55 UTC","2026-05-27 11:48:18 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"54faacf2ac0128098be9c14d87504367","2026-05-27 11:50:52 UTC",3005161469,466,"Electron v39, Linux","127.0.0.1","2026-05-27 11:54:58 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 11:50:52 UTC","2026-05-27 11:50:57 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"c10dc7003ea9dca114b68a8c55ca4bc1","2026-05-27 11:55:42 UTC",6225460033,34,"Electron v39, Linux","127.0.0.1","2026-05-27 11:57:40 UTC","","","50",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 11:55:42 UTC","2026-05-27 11:55:44 UTC","","","","","","","","","",,"cbc_practice_page","",,,,,,,"",,,,,,
"0d9f41a3a0c6c6eff41bed4a7eca3d1f","2026-05-27 11:58:06 UTC",1598208607,1947,"Electron v39, Linux","127.0.0.1","2026-05-27 12:01:00 UTC","","yes","55",78,,,,,,,,,,,,"","2026-05-27 11:58:11 UTC","2026-05-27 11:59:24 UTC","2026-05-27 12:00:45 UTC","","","","",,,,,,,,"2026-05-27 11:58:06 UTC","2026-05-27 11:58:16 UTC","2026-05-27 12:00:21 UTC","2026-05-27 12:00:22 UTC","","","","","","","",,"cbc_q1_page","",,,,,,,"",,,,,,
"47561a529c28a6c4588099c15fb725a4","2026-05-27 12:01:21 UTC",5433642002,1786,"Electron v39, Linux","127.0.0.1","2026-05-27 12:09:41 UTC","","","36",,,,,,,,,,,,,"","","2026-05-27 12:01:48 UTC","","","","","",,,,,,,,"2026-05-27 12:01:21 UTC","2026-05-27 12:01:25 UTC","2026-05-27 12:01:59 UTC","","","","","","","","",,"cbc_intro","",,,,,,,"",,,,,,
"c1a5867a1ee97303d3cc67f28c308d56","2026-05-27 12:10:01 UTC",3337162367,153,"Electron v39, Linux","127.0.0.1","2026-05-27 12:12:30 UTC","","yes","50",50,50,50,50,50,50,,,,,,,"","2026-05-27 12:10:18 UTC","","","","","","",,,,,,,,"2026-05-27 12:10:01 UTC","2026-05-27 12:10:19 UTC","2026-05-27 12:10:26 UTC","2026-05-27 12:10:32 UTC","2026-05-27 12:10:39 UTC","2026-05-27 12:10:42 UTC","2026-05-27 12:10:45 UTC","2026-05-27 12:10:48 UTC","2026-05-27 12:10:58 UTC","2026-05-27 12:11:00 UTC","2026-05-27 12:11:18 UTC",,"end_normal","fdsfdf",,,,,,,"2026-05-27 12:10:25 UTC",,,,,,
"dda28db90c19817629eb06c059898e25","2026-05-27 12:12:47 UTC",5240322203,1397,"Electron v39, Linux","127.0.0.1","2026-05-27 12:13:08 UTC","","","",,,,,,,,,,,,,"","","","","","","","",,,,,,,,"2026-05-27 12:12:47 UTC","","","","","","","","","","",,"","",,,,,,,"",,,,,,
"d1472cf08ab63251e18e2454e81d9151","2026-05-27 12:13:23 UTC",7369659899,1907,"Electron v39, Linux","127.0.0.1","2026-05-27 12:15:21 UTC","","","62",50,50,50,58,31,50,,,,,,,"","","2026-05-27 12:13:34 UTC","","","","2026-05-27 12:13:59 UTC","2026-05-27 12:14:54 UTC",,,,,,,,"2026-05-27 12:13:23 UTC","2026-05-27 12:13:26 UTC","2026-05-27 12:13:35 UTC","2026-05-27 12:13:37 UTC","2026-05-27 12:13:43 UTC","2026-05-27 12:13:54 UTC","2026-05-27 12:13:57 UTC","2026-05-27 12:14:03 UTC","2026-05-27 12:15:00 UTC","2026-05-27 12:15:03 UTC","",,"demographics","",,,,,,,"",,,,,,
